Free Form,Job1,Job2,Job3,Score1,Score2,Score3
product manager data,product data manager,product information manager,data product manager,0.9743388891220093,0.9432532787322998,0.9413973093032837
product manager data analyst,product data analyst,project manager data analyst,data analyst manager,0.9605857133865356,0.9592435359954834,0.9577591419219971
product manager designer,designer product manager,product design manager,product designer,0.9687939882278442,0.9524046182632446,0.9482950568199158
product manager digital commerce,digital marketing account manager,e commerce digital marketing manager,digital marketing content manager,0.9268525838851929,0.9259741306304932,0.9220380783081055
product manager fixed income,director of fixed income sales,fixed income trading assistant,fixed income operations analyst,0.89616459608078,0.8858742117881775,0.8799803853034973
product manager global pricing strategy,global market development manager,global market manager,global pricing analyst,0.9217028617858887,0.9210096597671509,0.9122886657714844
product manager health insurance benefits,health insurance sales agent,health and life insurance account manager,health and benefits analyst,0.8977640867233276,0.8851464986801147,0.8777545690536499
product manager human social dynamics,employee relations analyst,human resources client manager,human resources employee relations manager,0.840198278427124,0.8387854099273682,0.8347042798995972
product manager investor solution,investment sales and solutions representative,investment product manager,investment sales associate,0.8819152116775513,0.8812404274940491,0.856589674949646
product manager machine learning analytics and personalization,machine learning data engineer,machine learning data scientist,data scientist machine learning engineer,0.8386862874031067,0.8384968638420105,0.824930727481842
product manager marketing intelligence,marketing intelligence manager,marketing analytics manager,marketing automation strategist,0.964923620223999,0.9350646734237671,0.9349074363708496
product manager mba internship,mba finance intern,business finance intern,business and finance intern,0.9175540208816528,0.8339440226554871,0.8136249780654907
product manager mobile,mobile product manager,mobile digital product manager,mobile marketing manager,0.9753614664077759,0.937007486820221,0.9319816827774048
product manager new issues,new product program manager,new product development manager,new product development project manager,0.934770941734314,0.9330987334251404,0.9277284145355225
product manager payments,product account manager,product cost manager,account product manager,0.9172159433364868,0.9142698049545288,0.9045036435127258
product manager payments and tax,sales and use tax manager,sales and use tax auditor,sales and use tax accountant,0.9431321620941162,0.936174750328064,0.9234311580657959
product manager platform,product applications manager,platform product manager,product support manager,0.9697167277336121,0.9679988622665405,0.9596939086914062
product manager recommendations and personalization,product and marketing manager,product brand manager,product planning manager,0.8771180510520935,0.8713988065719604,0.8695967197418213
product manager self service,product stewardship manager,product manager,service product manager,0.8545932769775391,0.8533382415771484,0.8499248623847961
product manager software engineer,product manager software engineer,product development software engineer,software product engineer,1.0000003576278687,0.9673620462417603,0.9669245481491089
product manager ui analytics for social products,social media marketing analyst,social media marketing strategist,social media and digital marketing manager,0.8579311370849609,0.8515526056289673,0.8447486162185669
product manager ux ui,ui ux product designer,ux product designer,ux visual designer web experience architect,0.9355119466781616,0.8963059186935425,0.8186283707618713
product manager ux ui lead,ui ux product designer,ux product designer,product technology manager,0.9285765290260315,0.8696948289871216,0.8274292945861816
